gene,cancer_type
ANKRD28,ESCA
ANKRD30A,ESCA
ANKRD31,ESCA
ANKRD32,ESCA
ANKRD34B,ESCA
ANKRD34C,ESCA
ANKRD36,ESCA
ANKRD40,ESCA
ANKRD42,ESCA
ANKRD49,ESCA
ANKRD50,ESCA
ANKRD52,ESCA
ANKRD54,ESCA
ANKRD6,ESCA
ANKRD65,ESCA
ANKRD7,ESCA
ANLN,ESCA
ANO1,ESCA
ANO3,ESCA
ANP32A,ESCA
ANP32B,ESCA
ANP32E,ESCA
ANTXR1,ESCA
ANTXR2,ESCA
ANTXRL,ESCA
ANXA1,ESCA
ANXA10,ESCA
ANXA13,ESCA
ANXA2,ESCA
ANXA2R,ESCA
ANXA3,ESCA
ANXA8,ESCA
ANXA8L2,ESCA
AOAH,ESCA
AP1AR,ESCA
AP1B1,ESCA
AP1G1,ESCA
AP1M2,ESCA
AP1S2,ESCA
AP2A1,ESCA
AP2B1,ESCA
AP2M1,ESCA
AP2S1,ESCA
AP3B1,ESCA
AP3M1,ESCA
AP3M2,ESCA
AP3S1,ESCA
AP4S1,ESCA
AP5M1,ESCA
APBA1,ESCA
APBA2,ESCA
APBB1IP,ESCA
APC,ESCA
APC2,ESCA
APCS,ESCA
APEX1,ESCA
APEX2,ESCA
APH1A,ESCA
APH1B,ESCA
API5,ESCA
APIP,ESCA
APITD1,ESCA
APITD1-CORT,ESCA
APLP1,ESCA
APLP2,ESCA
APMAP,ESCA
APOBEC3A,ESCA
APOBEC3D,ESCA
APOBEC4,ESCA
APOC2,ESCA
APOE,ESCA
APOH,ESCA
APOL2,ESCA
APOOL,ESCA
APPBP2,ESCA
APPL2,ESCA
APRT,ESCA
APTX,ESCA
AQP1,ESCA
AQP10,ESCA
AQP12B,ESCA
AQP7,ESCA
AQP9,ESCA
AQR,ESCA
AR,ESCA
ARAP1,ESCA
ARAP2,ESCA
ARCN1,ESCA
ARF1,ESCA
ARF3,ESCA
ARF4,ESCA
ARF6,ESCA
ARFGAP1,ESCA
ARFGEF1,ESCA
ARFIP1,ESCA
ARFRP1,ESCA
ARGLU1,ESCA
ARHGAP1,ESCA
ARHGAP11A,ESCA
ARHGAP11B,ESCA
ARHGAP19,ESCA
ARHGAP21,ESCA
