gene,cancer_type
ATP6V0C,SARC
ATP6V0D1,SARC
ATP6V0D2,SARC
ATP6V0E1,SARC
ATP6V0E2,SARC
ATP6V1A,SARC
ATP6V1B2,SARC
ATP6V1C1,SARC
ATP6V1D,SARC
ATP6V1E1,SARC
ATP6V1F,SARC
ATP6V1G1,SARC
ATP6V1G3,SARC
ATP6V1H,SARC
ATP7A,SARC
ATP8A1,SARC
ATP8A2,SARC
ATP8B2,SARC
ATPAF2,SARC
ATPIF1,SARC
ATR,SARC
ATRIP,SARC
ATRN,SARC
ATRX,SARC
ATXN10,SARC
ATXN2L,SARC
ATXN3L,SARC
ATXN7,SARC
ATXN7L3,SARC
ATXN7L3B,SARC
AUP1,SARC
AURKA,SARC
AURKAIP1,SARC
AURKB,SARC
AUTS2,SARC
AVEN,SARC
AVIL,SARC
AVP,SARC
AVPR1A,SARC
AXDND1,SARC
AXIN2,SARC
AZGP1,SARC
AZI2,SARC
AZIN1,SARC
B3GALNT1,SARC
B3GALT4,SARC
B3GNT2,SARC
B3GNT5,SARC
B3GNT6,SARC
B4GALNT1,SARC
B4GALT3,SARC
B4GALT4,SARC
B4GALT7,SARC
BACH1,SARC
BAG4,SARC
BAI2,SARC
BAK1,SARC
BAMBI,SARC
BANF1,SARC
BANK1,SARC
BANP,SARC
BAP1,SARC
BARD1,SARC
BATF,SARC
BATF2,SARC
BAZ1A,SARC
BAZ1B,SARC
BAZ2B,SARC
BBIP1,SARC
BBS10,SARC
BBS12,SARC
BBS5,SARC
BCAN,SARC
BCAP29,SARC
BCAP31,SARC
BCAR1,SARC
BCAR3,SARC
BCAS1,SARC
BCAS2,SARC
BCAT1,SARC
BCCIP,SARC
BCDIN3D,SARC
BCKDHA,SARC
BCL10,SARC
BCL11B,SARC
BCL2,SARC
BCL2L1,SARC
BCL2L12,SARC
BCL2L15,SARC
BCL2L2-PABPN1,SARC
BCL6,SARC
BCL7C,SARC
BCL9,SARC
BCL9L,SARC
BCLAF1,SARC
BCORL1,SARC
BCS1L,SARC
BDH2,SARC
BDNF,SARC
BDP1,SARC
BECN1,SARC
BEND3,SARC
BET1,SARC
BEX2,SARC
BEX4,SARC
BFAR,SARC
BFSP1,SARC
